City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Almeirim,BR,-1.5233,-52.5817,89.47,53,37,3.36,scattered clouds
349,Atbasar,KZ,51.8,68.3333,60.42,50,69,4.59,broken clouds
350,Cidreira,BR,-30.1811,-50.2056,60.39,89,98,15.46,overcast clouds
351,Ternate,ID,0.8,127.4,78.96,81,100,3.8,overcast clouds
352,Kodinsk,RU,58.6881,99.1844,59.9,98,100,4.16,light rain
353,Talnakh,RU,69.4865,88.3972,52.95,84,100,6.64,overcast clouds
354,Pacific Grove,US,36.6177,-121.9166,91.15,87,40,5.01,scattered clouds
355,Morgan City,US,29.6994,-91.2068,93.2,62,20,8.05,few clouds
356,Chapais,CA,49.7834,-74.8492,62.38,59,83,12.93,broken clouds
357,Merauke,ID,-8.4667,140.3333,76.75,86,100,15.48,overcast clouds
358,Tottenham,AU,-32.2333,147.35,42.49,90,0,7.87,clear sky
359,De Aar,ZA,-30.6497,24.0123,42.57,81,78,7.78,broken clouds
360,Lagoa,PT,39.05,-27.9833,73.24,81,10,7.63,clear sky
361,Malakal,SS,9.5334,31.6605,72.91,93,100,5.37,overcast clouds
362,Kaitangata,NZ,-46.2817,169.8464,45.68,76,32,10.56,scattered clouds
363,Ketchikan,US,55.3422,-131.6461,61.27,88,75,10.36,light rain
364,Galesong,ID,-5.3166,119.3661,73.42,75,11,3.96,few clouds
365,Esna,EG,25.2934,32.554,95.9,15,0,16.8,clear sky
366,Touros,BR,-5.1989,-35.4608,85.1,63,7,19.57,clear sky
367,Cananeia,BR,-25.0147,-47.9267,65.03,92,94,5.41,overcast clouds
368,Besenyszog,HU,47.3,20.2667,79.12,57,0,0.0,clear sky
369,Margate,GB,51.3813,1.3862,69.66,65,54,1.99,broken clouds
370,Dhari,IN,21.3333,71.0167,77.74,80,100,13.24,overcast clouds
371,Basco,PH,20.4487,121.9702,83.95,67,3,2.75,clear sky
372,Teguise,ES,29.0605,-13.564,77.22,69,20,14.97,few clouds
373,San Jeronimo,PE,-11.9472,-75.2829,61.97,39,95,8.41,overcast clouds
374,Naron,ES,43.5167,-8.1528,70.03,87,1,6.13,clear sky
375,Mhlambanyatsi,SZ,-26.45,31.0167,44.24,93,100,2.35,overcast clouds
376,Alghero,IT,40.5589,8.3181,84.29,61,0,3.44,clear sky
377,Krasnoselkup,RU,65.7,82.4667,56.17,88,100,10.38,overcast clouds
378,Ahipara,NZ,-35.1667,173.1667,51.31,74,35,8.61,scattered clouds
379,Drumheller,CA,51.4617,-112.7101,96.13,15,10,6.91,clear sky
380,Nabire,ID,-3.3667,135.4833,74.3,92,91,3.04,light rain
381,Muisne,EC,0.6,-80.0333,84.31,82,100,13.27,overcast clouds
382,Ito,JP,34.9667,139.0833,77.4,93,100,16.6,light rain
383,Codrington,AU,-38.2667,141.9667,47.43,87,0,15.37,clear sky
384,Bengkulu,ID,-3.8004,102.2655,75.09,90,87,4.83,overcast clouds
385,Cherskiy,RU,68.75,161.3,43.83,80,100,10.65,overcast clouds
386,Dicabisagan,PH,17.0818,122.4157,77.18,89,62,3.24,broken clouds
387,Nadym,RU,65.5333,72.5167,65.7,71,100,15.03,overcast clouds
388,Arlit,NE,18.7369,7.3853,99.73,18,36,5.88,scattered clouds
389,Beloha,MG,-25.1667,45.05,59.63,59,63,10.69,broken clouds
390,Bela,IN,25.9333,81.9833,84.16,77,98,5.53,overcast clouds
391,Wewak,PG,-3.5534,143.6268,77.38,88,45,6.73,scattered clouds
392,Seymour,US,38.9592,-85.8903,85.26,49,100,5.01,overcast clouds
393,Saint-Georges,GD,12.0564,-61.7485,85.68,79,20,9.22,few clouds
394,Panaba,MX,21.2833,-88.2667,92.88,44,88,11.5,overcast clouds
395,Sarangani,PH,5.4033,125.4636,83.32,72,100,10.89,overcast clouds
396,Dwarka,IN,22.2394,68.9678,80.49,80,100,19.24,overcast clouds
397,Melendugno,IT,40.2747,18.3368,83.05,74,0,3.44,clear sky
398,Havoysund,NO,70.9963,24.6622,47.28,81,95,5.97,overcast clouds
399,Neiafu,TO,-18.65,-173.9833,70.48,68,20,5.75,few clouds
400,Constitucion,CL,-35.3333,-72.4167,55.27,69,100,6.44,overcast clouds
401,Dumai,ID,1.6833,101.45,73.65,98,100,2.28,overcast clouds
402,Loukhi,RU,66.0764,33.0381,56.39,91,72,5.57,broken clouds
403,Bilibino,RU,68.0546,166.4372,43.93,73,100,4.79,overcast clouds
404,Na Wa,TH,17.4897,104.1006,74.88,95,100,8.23,light rain
405,Kuvshinovo,RU,57.0295,34.1725,60.44,78,63,6.98,broken clouds
406,Manzhouli,CN,49.6,117.4333,56.39,88,20,4.05,few clouds
407,Naze,JP,28.3667,129.4833,78.39,87,100,14.99,overcast clouds
408,Ukwa,IN,21.9667,80.4667,72.59,91,100,1.36,overcast clouds
409,Wanxian,CN,30.8039,108.3897,75.42,84,100,1.97,overcast clouds
410,Nouadhibou,MR,20.931,-17.0347,80.58,65,0,4.61,clear sky
411,Corner Brook,CA,48.9667,-57.9484,87.96,52,3,3.29,clear sky
412,Hunucma,MX,21.0167,-89.8667,91.49,43,6,11.05,clear sky
413,Cabedelo,BR,-6.9811,-34.8339,81.27,79,7,15.99,clear sky
414,Mareeba,AU,-17.0,145.4333,66.92,89,100,4.41,overcast clouds
415,Rabo De Peixe,PT,37.8,-25.5833,72.91,83,40,10.36,scattered clouds
416,Taiyuan,CN,37.8694,112.5603,67.86,77,43,6.71,scattered clouds
417,Peniche,PT,39.3558,-9.3811,78.28,90,99,15.52,overcast clouds
418,Oksfjord,NO,70.2396,22.3479,51.87,88,57,1.9,broken clouds
419,Wuda,CN,39.4994,106.7117,74.68,50,0,18.48,clear sky
420,Moron,AR,-34.6534,-58.6198,64.0,60,28,1.01,scattered clouds
421,Barabai,ID,-2.5833,115.3833,71.91,97,94,1.74,overcast clouds
422,Paredon,MX,16.0333,-93.8667,90.19,58,5,6.62,clear sky
423,Dubai,AE,25.2582,55.3047,98.53,49,0,3.44,clear sky
424,Sapiranga,BR,-29.6381,-51.0069,72.72,64,96,1.74,overcast clouds
425,Harlingen,US,26.1906,-97.6961,97.32,52,20,16.11,few clouds
426,Trinidad,BO,-14.8333,-64.9,87.78,27,0,6.91,clear sky
427,Seydi,TM,39.4816,62.9137,75.92,23,0,11.88,clear sky
428,Ullapool,GB,57.8987,-5.1604,62.76,89,39,3.65,scattered clouds
429,Songea,TZ,-10.6833,35.65,63.86,55,93,3.24,overcast clouds
430,San Cristobal,VE,7.7669,-72.225,80.78,77,100,5.64,overcast clouds
431,Victoria Point,AU,-27.5833,153.3,60.44,94,46,4.16,scattered clouds
432,Canavieiras,BR,-15.675,-38.9472,78.76,65,0,8.19,clear sky
433,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,73.8,26,6,4.45,clear sky
434,Cordoba,AR,-31.4135,-64.1811,71.76,18,0,1.99,clear sky
435,Matara,LK,5.9485,80.5353,78.87,83,100,12.48,overcast clouds
436,Kommunisticheskiy,RU,61.6789,64.4819,64.42,62,9,12.03,clear sky
437,Aklavik,CA,68.2191,-135.0107,58.03,72,40,8.05,haze
438,Onega,RU,63.9061,38.1404,60.19,86,100,7.4,overcast clouds
439,Hualmay,PE,-11.0964,-77.6139,66.81,70,50,11.61,scattered clouds
440,Dzhebariki-Khaya,RU,62.2167,135.8,61.88,79,83,5.28,light rain
441,Libreville,GA,0.3925,9.4537,78.82,89,20,10.36,few clouds
442,Faanui,PF,-16.4833,-151.75,78.06,74,0,4.83,clear sky
443,Bilma,NE,18.6853,12.9164,98.49,17,55,7.83,broken clouds
444,Vila Velha,BR,-20.3297,-40.2925,75.15,73,0,12.66,clear sky
445,Chipinge,ZW,-20.1883,32.6236,53.49,94,100,4.9,light rain
446,Marystown,CA,47.1666,-55.1483,70.45,89,93,3.83,overcast clouds
447,Raga,SS,8.4596,25.678,69.78,93,40,2.55,scattered clouds
448,Yabelo,ET,4.8833,38.0833,68.32,46,100,8.84,overcast clouds
449,Tecoanapa,MX,16.5167,-98.75,86.34,63,7,8.68,clear sky
450,Blackwater,AU,-23.5833,148.8833,56.34,90,0,6.64,clear sky
451,Jalingo,NG,8.8833,11.3667,76.44,87,98,3.09,overcast clouds
452,Barybino,RU,55.2677,37.8933,64.27,72,0,4.47,clear sky
453,Oistins,BB,13.0667,-59.5333,78.89,89,75,17.27,broken clouds
454,Coahuayana,MX,18.7333,-103.6833,89.08,59,100,6.42,overcast clouds
455,Anchorage,US,61.2181,-149.9003,56.57,84,90,0.0,light rain
456,Hanna,CA,51.6334,-111.9018,94.64,17,9,8.01,clear sky
457,Umea,SE,63.8284,20.2597,59.92,88,100,5.75,overcast clouds
458,Henties Bay,NA,-22.116,14.2845,53.85,83,0,2.04,clear sky
459,Rudbar,AF,30.15,62.6,88.7,15,0,24.34,clear sky
460,Hasaki,JP,35.7333,140.8333,68.4,95,100,3.58,heavy intensity rain
461,Zhuhai,CN,22.2769,113.5678,82.18,94,40,8.05,shower rain
462,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,50,0,8.05,clear sky
463,Redmond,US,47.674,-122.1215,90.68,57,0,1.01,clear sky
464,Atar,MR,20.5169,-13.0499,105.33,15,5,10.27,clear sky
465,Labrea,BR,-7.2586,-64.7981,100.45,22,58,1.88,broken clouds
466,Shakawe,BW,-18.3667,21.85,65.57,28,88,6.67,overcast clouds
467,Vanavara,RU,60.34,102.2797,62.01,69,100,3.31,overcast clouds
468,Velingara,SN,13.15,-14.1167,80.06,88,100,4.85,light rain
469,Kupang,ID,-10.1667,123.5833,74.05,82,6,10.0,clear sky
470,Keti Bandar,PK,24.1447,67.4497,79.57,81,100,19.62,overcast clouds
471,Pangnirtung,CA,66.1451,-65.7125,50.0,81,90,10.36,moderate rain
472,General Pico,AR,-35.6566,-63.7568,66.69,27,0,7.7,clear sky
473,Agadir,MA,30.4202,-9.5982,96.17,26,100,5.75,overcast clouds
474,Argelia,CO,2.2556,-77.2488,74.53,80,100,1.59,moderate rain
475,Kirakira,SB,-10.4544,161.9205,77.76,89,97,10.58,light rain
476,Poya,NC,-21.35,165.15,60.04,79,0,5.26,clear sky
477,Carinhanha,BR,-14.3047,-43.765,88.34,17,0,5.64,clear sky
478,Uren,RU,57.4552,45.7852,64.94,62,85,7.11,overcast clouds
479,Ponta Do Sol,PT,32.6667,-17.1,79.72,73,76,0.51,broken clouds
480,Baoro,CF,5.6667,15.9667,69.33,93,80,0.6,broken clouds
481,Puchezh,RU,56.9788,43.1676,66.18,65,93,6.89,overcast clouds
482,Soure,BR,-0.7167,-48.5233,81.64,79,95,10.76,overcast clouds
483,San Quintin,MX,30.4833,-115.95,77.83,62,0,16.69,clear sky
484,Bereda,ES,43.2686,-7.5406,69.42,96,2,5.23,clear sky
485,Necochea,AR,-38.5473,-58.7368,66.04,47,0,8.79,clear sky
486,Marsh Harbour,BS,26.5412,-77.0636,84.06,69,82,18.37,broken clouds
487,Luwuk,ID,-0.9516,122.7875,75.87,89,25,5.88,scattered clouds
488,Chabahar,IR,25.2919,60.643,81.05,84,92,13.15,overcast clouds
489,Hammond,US,41.5834,-87.5,82.69,42,1,1.99,clear sky
490,Quincy,US,42.2529,-71.0023,92.52,61,75,1.99,broken clouds
491,Santa Marta,CO,11.2408,-74.199,87.85,70,75,8.05,broken clouds
492,Pochutla,MX,15.7432,-96.4661,90.82,53,2,7.49,clear sky
493,Vardo,NO,70.3705,31.1107,49.5,83,100,3.38,overcast clouds
494,Rosarito,MX,32.3333,-117.0333,93.42,58,0,13.38,clear sky
495,Batesville,US,35.7698,-91.641,89.29,67,75,5.75,broken clouds
496,Marquette,US,46.5333,-87.6335,76.6,45,13,3.65,few clouds
497,Iqaluit,CA,63.7506,-68.5145,44.33,81,90,14.97,light rain
498,Rockhampton,AU,-23.3833,150.5,58.89,88,4,6.91,clear sky
499,Bubaque,GW,11.2833,-15.8333,79.25,82,100,13.89,overcast clouds
500,Chimbote,PE,-9.0853,-78.5783,67.82,72,27,12.35,scattered clouds
501,Bobrovka,RU,54.047,61.7455,64.9,39,8,5.08,clear sky
502,Korla,CN,41.7597,86.1469,80.64,29,100,3.36,overcast clouds
503,Bulgan,MN,48.8125,103.5347,56.91,89,100,1.41,overcast clouds
504,Am Timan,TD,11.0297,20.2827,74.57,90,50,5.19,scattered clouds
505,Ulaangom,MN,49.9811,92.0667,67.42,50,100,4.88,overcast clouds
506,Raudeberg,NO,61.9875,5.1352,58.19,86,100,2.68,overcast clouds
507,Helong,CN,42.5397,128.9972,54.05,98,10,3.56,clear sky
508,Rorvik,NO,64.8621,11.2373,56.86,78,100,18.81,overcast clouds
509,Willmar,US,45.1219,-95.0433,87.75,25,1,9.22,clear sky
510,Escarcega,MX,18.6089,-90.7454,89.51,51,84,2.57,broken clouds
511,Darnah,LY,32.767,22.6367,80.02,66,0,20.29,clear sky
512,Banyuwangi,ID,-8.2325,114.3576,74.37,95,48,1.97,scattered clouds
513,Dzemul,MX,21.2,-89.3,91.47,47,8,9.37,clear sky
514,Tabuk,PH,17.4189,121.4443,73.74,90,91,1.03,overcast clouds
515,Udachnyy,RU,66.4167,112.4,50.34,76,100,6.87,overcast clouds
516,Matamoros,MX,25.5333,-103.25,87.91,36,40,0.0,scattered clouds
517,Devils Lake,US,48.1128,-98.8651,87.78,25,1,6.91,clear sky
518,Aviles,ES,43.5547,-5.9248,69.17,94,75,1.14,broken clouds
519,Baykit,RU,61.67,96.37,56.25,95,100,3.56,overcast clouds
520,Rio Gallegos,AR,-51.6226,-69.2181,44.65,70,75,4.61,broken clouds
521,Tautira,PF,-17.7333,-149.15,80.62,77,68,8.28,light rain
522,Hita,JP,33.3167,130.9333,74.19,99,100,2.91,overcast clouds
523,Manacapuru,BR,-3.2997,-60.6206,82.98,67,99,5.86,light rain
524,Knysna,ZA,-34.0363,23.0471,48.58,90,0,5.61,clear sky
525,Cap Malheureux,MU,-19.9842,57.6142,72.09,77,3,1.99,light rain
526,Colares,PT,38.7992,-9.4469,78.48,53,20,17.27,few clouds
527,Puertollano,ES,38.6871,-4.1073,101.08,11,59,12.41,broken clouds
528,Tura,IN,25.5198,90.2201,74.34,98,100,5.7,overcast clouds
529,Axim,GH,4.8699,-2.2405,76.03,80,3,8.46,clear sky
530,Constantine,DZ,36.365,6.6147,83.61,30,0,4.61,clear sky
531,Austin,US,30.2672,-97.7431,98.19,50,1,1.99,clear sky
532,Det Udom,TH,14.906,105.0784,76.82,93,100,7.81,light rain
533,Gland,CH,46.4208,6.2701,80.89,71,0,3.2,clear sky
534,Carbonia,IT,39.1672,8.5222,85.15,69,0,2.26,clear sky
535,Lethem,GY,3.3803,-59.7968,80.6,80,100,4.34,light rain
536,Gat,IL,31.61,34.7642,83.08,100,0,7.29,clear sky
537,Perth,AU,-31.9333,115.8333,53.1,86,0,6.91,clear sky
538,Graaff-Reinet,ZA,-32.2522,24.5308,47.91,75,100,4.83,overcast clouds
539,Miyako,JP,39.6367,141.9525,64.36,95,100,9.28,overcast clouds
540,Makat,KZ,47.6469,53.3463,79.43,19,0,7.36,clear sky
541,Cam Ranh,VN,11.9214,109.1591,80.56,78,20,1.14,few clouds
542,Tottori,JP,35.5,134.2333,72.23,91,100,6.49,light rain
543,Banepa,NP,27.6298,85.5214,70.12,94,75,5.75,broken clouds
544,Broomall,US,39.9815,-75.3566,91.87,60,75,4.0,broken clouds
545,Marion,US,39.7684,-86.1555,83.79,46,75,6.91,broken clouds
546,Kakching,IN,24.4833,93.9833,71.47,97,100,1.01,overcast clouds
547,Fethiye,TR,36.6217,29.1164,80.47,49,0,4.36,clear sky
548,Port Moresby,PG,-9.4431,147.1797,73.31,89,18,7.9,few clouds
549,Yashan,CN,22.1975,109.9419,76.75,96,100,3.15,overcast clouds
550,Alta Floresta,BR,-9.8756,-56.0861,94.82,31,40,2.3,scattered clouds
551,Karratha,AU,-20.7377,116.8463,70.36,43,21,6.91,few clouds
552,Kashi,CN,39.4547,75.9797,69.01,42,0,2.24,clear sky
553,Chumikan,RU,54.7183,135.315,60.13,87,6,9.1,clear sky
554,Conceicao Do Araguaia,BR,-8.2578,-49.2647,96.93,21,0,5.75,clear sky
555,Chicama,PE,-7.8447,-79.1469,66.74,58,23,11.25,few clouds
556,Singaraja,ID,-8.112,115.0882,78.26,79,25,3.67,scattered clouds
557,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,78.35,43,10,8.68,clear sky
558,Rawson,AR,-43.3002,-65.1023,55.33,50,71,8.48,broken clouds
559,Zatoka,UA,46.0725,30.4654,72.14,51,43,7.74,scattered clouds
560,Nsanje,MW,-16.92,35.262,70.23,78,67,9.71,broken clouds
561,Katangli,RU,51.7102,143.2326,51.12,88,6,7.76,clear sky
562,Montoro,ES,38.0241,-4.3834,105.73,9,5,11.72,clear sky
563,Aranos,NA,-24.1333,19.1167,56.39,29,0,11.99,clear sky
564,Sembe,CG,1.6481,14.5806,75.83,81,97,1.28,light rain
565,Vagur,FO,61.4732,-6.8119,51.19,94,100,13.42,overcast clouds
566,Auki,SB,-8.7676,160.7034,75.87,90,25,4.41,scattered clouds
567,Burnie,AU,-41.0667,145.9167,52.05,82,81,19.86,broken clouds
568,Fiumicino,IT,41.7675,12.2291,89.94,51,0,5.41,clear sky
569,Orotukan,RU,62.2667,151.7,61.61,58,91,6.17,overcast clouds
570,Qasigiannguit,GL,68.8193,-51.1922,53.85,98,100,4.76,light rain
571,Hobyo,SO,5.3505,48.5268,77.27,85,66,27.45,broken clouds
572,Bandar-E Lengeh,IR,26.5579,54.8807,93.85,64,5,5.41,clear sky
573,El Alto,PE,-4.2714,-81.2147,76.66,70,99,12.12,overcast clouds
574,Tambovka,RU,50.0969,128.0489,51.91,85,6,1.86,clear sky
575,Canutama,BR,-6.5339,-64.3831,100.09,24,53,1.88,broken clouds
576,Najran,SA,17.4924,44.1277,88.45,14,26,2.71,scattered clouds
577,Hvide Sande,DK,56.0045,8.1294,62.01,73,100,25.41,overcast clouds
578,Telbang,PH,16.1722,120.0592,80.11,81,100,3.18,overcast clouds
579,Yatou,CN,37.15,122.3833,68.5,90,0,3.04,clear sky
580,Fairmont,US,39.4851,-80.1426,82.04,80,87,4.32,overcast clouds
581,Berbera,SO,10.4396,45.0143,94.48,38,86,23.24,overcast clouds
582,Aksu,CN,41.1231,80.2644,69.89,47,55,7.23,broken clouds
583,Winnemucca,US,40.973,-117.7357,96.85,12,1,6.91,haze
584,Tungao,PH,8.7772,125.5719,72.46,97,36,2.06,scattered clouds
585,Tromso,NO,69.6496,18.957,50.65,81,20,12.66,few clouds
586,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,69.55,63,35,3.31,scattered clouds
587,Port-Cartier,CA,50.0334,-66.8654,66.42,100,100,2.82,overcast clouds
588,Barcelona,ES,41.3888,2.159,94.35,77,0,4.0,clear sky
589,Tiznit,MA,29.5833,-9.5,95.22,16,10,6.15,clear sky
590,Kota Tinggi,MY,1.7381,103.8999,78.84,90,100,0.38,overcast clouds
591,Misratah,LY,32.3754,15.0925,83.39,69,0,13.91,clear sky
592,Nara,JP,34.6851,135.8049,74.48,94,100,13.78,overcast clouds
593,Porto Novo,BJ,6.4965,2.6036,78.62,84,13,8.7,few clouds
594,Grand Gaube,MU,-20.0064,57.6608,72.0,77,5,3.0,light rain
595,Bonthe,SL,7.5264,-12.505,77.34,78,96,8.88,light rain
596,Santa Maria,BR,-29.6842,-53.8069,69.1,68,40,2.3,scattered clouds
597,Jumla,NP,29.2747,82.1838,61.77,88,53,1.92,broken clouds
598,Bafoulabe,ML,13.8065,-10.8321,80.89,85,100,0.2,overcast clouds
599,Nizhniy Tsasuchey,RU,50.5167,115.1333,57.06,93,42,4.79,scattered clouds
600,Jackson,US,42.4165,-122.8345,83.35,44,90,4.61,smoke
601,Chontalpa,MX,17.7,-93.5167,88.5,59,51,4.63,broken clouds
602,Lasa,IT,46.6166,10.7002,77.88,81,43,2.46,scattered clouds
603,Urucurituba,BR,-2.6833,-57.6667,85.82,61,89,1.77,overcast clouds
604,Carlyle,US,38.6103,-89.3726,84.56,49,100,1.99,overcast clouds
605,Muravlenko,RU,63.7898,74.523,61.61,73,14,12.77,few clouds
606,Adeje,ES,28.1227,-16.726,86.16,73,20,12.66,few clouds
607,Santiago De Cuba,CU,20.0247,-75.8219,91.02,70,40,9.22,scattered clouds
608,Mogadishu,SO,2.0371,45.3438,76.05,87,100,18.05,overcast clouds
609,The Valley,AI,18.217,-63.0578,87.94,74,75,12.66,broken clouds
610,Severo-Yeniseyskiy,RU,60.3725,93.0408,51.13,96,100,2.82,overcast clouds
611,Kingman,US,35.1894,-114.053,88.9,34,1,1.99,clear sky
612,Oyama,JP,36.3,139.8,66.09,96,100,7.87,overcast clouds
613,Byron Bay,AU,-28.65,153.6167,58.87,94,26,7.31,scattered clouds
614,Buluang,PH,13.3068,123.3425,77.09,90,97,1.86,overcast clouds
615,Road Town,VG,18.4167,-64.6167,88.2,74,20,11.5,few clouds
616,Kosh-Agach,RU,50.0,88.6667,51.37,72,100,6.17,overcast clouds
617,Stege,DK,54.987,12.2846,64.09,75,93,22.03,overcast clouds
618,Andrews,US,32.3187,-102.5457,81.25,61,75,3.44,broken clouds
619,Afsin,TR,38.2477,36.914,64.89,60,0,9.4,clear sky
620,Pionerskiy,RU,54.9508,20.2275,60.64,69,85,11.68,overcast clouds
621,Samana,DO,19.2056,-69.3369,87.76,74,75,4.61,broken clouds
622,Amuntai,ID,-2.4177,115.2494,72.25,99,100,1.32,overcast clouds
623,Altamira,BR,-3.2033,-52.2064,87.89,66,40,3.44,scattered clouds
624,Flin Flon,CA,54.7682,-101.865,84.04,42,90,9.22,smoke
625,Porto Velho,BR,-8.7619,-63.9039,93.25,33,100,4.61,overcast clouds
626,Calabozo,VE,8.9242,-67.4293,75.7,94,100,8.66,overcast clouds
627,Coolum Beach,AU,-26.5333,153.1,58.33,88,38,2.57,scattered clouds
628,Durazno,UY,-33.4131,-56.5006,64.35,63,75,4.61,broken clouds
629,Kamaishi,JP,39.2667,141.8833,65.55,94,100,11.5,light rain
630,San Miguel,SV,13.4833,-88.1833,91.85,54,88,2.35,overcast clouds
631,Aksha,RU,50.2814,113.2867,53.49,95,7,1.16,clear sky
632,Martapura,ID,-3.4167,114.85,75.29,94,98,1.14,overcast clouds
633,Nemuro,JP,43.3236,145.575,56.26,83,95,12.82,overcast clouds
634,Bratsk,RU,56.1325,101.6142,63.09,96,100,5.08,overcast clouds
635,Te Anau,NZ,-45.4167,167.7167,43.25,95,100,5.75,overcast clouds
636,Asau,RO,46.4333,26.4,68.92,84,12,1.5,few clouds
637,Sinjar,IQ,36.3209,41.8754,88.7,21,0,11.54,clear sky
638,Abalak,RU,58.1286,68.5944,59.07,70,0,5.77,clear sky
639,Dunedin,NZ,-45.8742,170.5036,47.8,43,32,5.99,scattered clouds
640,Aberdeen,GB,57.1437,-2.0981,59.49,88,48,4.61,scattered clouds
641,Urusha,RU,54.05,122.9,58.55,72,84,1.32,broken clouds
642,Herat,AF,34.5,62.0,73.0,20,0,22.41,clear sky
643,Stromness,GB,58.965,-3.296,55.65,88,16,10.0,few clouds
644,Yagodnoye,RU,62.55,149.6667,60.24,56,83,4.94,broken clouds
645,Grand-Lahou,CI,5.1367,-5.0242,74.5,83,38,9.15,scattered clouds
646,Varzea Alegre,BR,-5.35,-40.3833,94.8,23,48,6.73,scattered clouds
647,Port Keats,AU,-14.25,129.55,75.54,65,64,4.72,broken clouds
648,Weihe,CN,32.9952,105.3247,64.42,98,99,3.0,overcast clouds
649,Novyy Urengoy,RU,66.0833,76.6333,61.25,84,96,18.01,overcast clouds
650,Satipo,PE,-11.2522,-74.6386,85.3,47,75,2.33,broken clouds
651,Fortuna,US,40.5982,-124.1573,64.98,88,1,3.44,clear sky
652,Port Lincoln,AU,-34.7333,135.8667,51.3,60,0,8.25,clear sky
653,Umarkhed,IN,19.6,77.7,80.46,68,100,4.63,overcast clouds
654,Santa Ana,US,33.7456,-117.8678,98.76,51,40,4.0,scattered clouds
655,Quatre Cocos,MU,-20.2078,57.7625,71.71,79,70,19.66,light rain
656,Banda Aceh,ID,5.5577,95.3222,78.51,81,100,14.94,overcast clouds
657,Huamachuco,PE,-7.8,-78.0667,62.85,41,85,4.16,overcast clouds
658,Petrova,RO,47.8298,24.2153,69.31,74,7,3.44,clear sky
659,Sierra Vista,US,31.5545,-110.3037,76.93,66,75,1.99,broken clouds
660,San Antonio,US,29.4241,-98.4936,97.48,52,40,0.0,scattered clouds
661,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,100,40,4.47,scattered clouds
662,Alugan,PH,12.2188,125.4808,76.1,85,19,6.08,few clouds
663,Walvis Bay,NA,-22.9575,14.5053,54.09,93,0,10.36,clear sky
664,Itaqui,BR,-29.1253,-56.5531,70.21,58,10,5.28,clear sky
665,College,US,64.8569,-147.8028,54.59,73,90,9.22,overcast clouds
666,Tra Vinh,VN,9.9347,106.3453,77.36,88,100,2.55,moderate rain
667,Evensk,RU,61.95,159.2333,49.42,98,100,7.09,overcast clouds
668,Shaunavon,CA,49.6501,-108.4181,89.38,17,0,11.21,clear sky
669,Lokosovo,RU,61.1333,74.8167,59.36,80,0,7.49,clear sky
670,Tevriz,RU,57.509,72.4042,57.11,84,13,4.38,few clouds
671,Iberia,US,29.9502,-91.7507,93.27,52,20,4.25,few clouds
672,Umm Lajj,SA,25.0213,37.2685,89.89,55,0,8.63,clear sky
673,Tessalit,ML,20.1986,1.0114,101.73,9,51,9.64,broken clouds
674,Kaputa,ZM,-8.4689,29.6619,74.88,43,5,4.92,clear sky
675,Tondano,ID,1.3038,124.9112,66.29,92,88,2.75,overcast clouds
676,Zelenoborskiy,RU,66.845,32.3622,57.29,84,87,7.61,overcast clouds
677,Srivardhan,IN,18.0333,73.0167,79.2,80,79,5.35,broken clouds
678,Ilorin,NG,8.5,4.55,76.15,79,100,5.79,overcast clouds
679,Montague,US,42.5356,-72.5351,90.48,66,81,4.0,broken clouds
680,Turbat,PK,26.0023,63.044,80.94,74,60,6.11,broken clouds
